utterance_id,timestamp,channel,device_type,region,language,utterance_text,asr_confidence,duration_seconds,intent,split
utt_00141,2025-10-20T11:15:00,mobile_app_voice,feature_phone,Northern,en,I want to book an appointment for ESIA.,0.85,3,appointment_booking,train
utt_00029,2025-12-14T19:38:00,voice_call,web,Eastern,rw,Mwashobora kungufasha gutangiza gusimbuza indangamuntu?,0.844,6,start_new_application,train
utt_00044,2025-11-01T23:48:00,voice_call,android,Southern,mixed,Ndashaka kureba status ya application yanjye ya attestation y’imisoro.,0.881,7,check_application_status,train
utt_00043,2025-10-30T20:07:00,whatsapp_voice_note,ios,Eastern,en,I need to update my applicashon details.,0.731,6,update_application_details,train
utt_00074,2025-11-19T03:17:00,voice_call,android,Kigali,rw,Amafaranga ya icyemezo cy’ubukwe ni angahe?,0.782,4,fees_information,train
utt_00168,2025-12-06T11:58:00,whatsapp_voice_note,ios,Kigali,mixed,Ndashaka gukora new application ya birth certificate.,0.926,1,start_new_application,train
utt_00211,2025-11-13T18:59:00,ivr,android,Kigali,en,Please open a support ticket for my issue.,0.817,4,complaint_or_support_ticket,train
utt_00612,2025-12-13T01:54:00,whatsapp_voice_note,ios,Eastern,rw,"Nashatse kwishyura marriage certificate bikanga, nakora iki?",0.86,8,payment_help,train
utt_00067,2025-10-14T14:09:00,ivr,web,Southern,rw,Payment yaranze kuri kwandikisha ubucuruzi.,0.99,1,payment_help,train
utt_00012,2025-10-07T03:18:00,mobile_app_voice,web,Northern,mixed,"Please open ticket, ikibazo cya icyemezo cy’amavuko.",0.919,6,complaint_or_support_ticket,train
utt_00638,2025-10-17T22:30:00,whatsapp_voice_note,feature_phone,Kigali,mixed,Eligibility ya visa on arrival ni iyihe?,0.845,8,service_eligibility,train
utt_00569,2025-12-04T07:22:00,whatsapp_voice_note,ios,Southern,mixed,Help me edit case info.,0.709,6,update_application_details,train
utt_00179,2025-09-30T02:03:00,voice_call,feature_phone,Northern,en,How can I book a slot for ID replacement?,0.869,7,appointment_booking,train
utt_00535,2025-10-12T12:47:00,whatsapp_voice_note,android,Kigali,rw,Amabwiriza yo gusaba gusimbuza indangamuntu ni ayahe?,0.685,4,requirements_information,train
utt_00358,2025-10-22T04:44:00,mobile_app_voice,android,Kigali,mixed,Ndashaka kureba status ya application yanjye ya gusimbuza indangamuntu.,0.879,2,check_application_status,train
utt_00650,2025-12-08T14:06:00,whatsapp_voice_note,feature_phone,Northern,mixed,Nshaka cost/fee ya icyemezo cy’amavuko.,0.812,9,fees_information,train
utt_00292,2025-10-05T05:31:00,mobile_app_voice,web,Kigali,mixed,Ese progress ya icyemezo cy’ubukwe application yanjye iri he?,0.865,4,check_application_status,train
utt_00421,2025-11-14T14:57:00,voice_call,web,Kigali,rw,Nshaka guhindura numero ya telefone muri request.,0.954,6,update_application_details,train
utt_00178,2025-11-04T04:30:00,voice_call,android,Western,mixed,Booking y'igihe ya land title bikora gute?,0.882,3,appointment_booking,train
utt_00457,2025-11-29T06:49:00,ivr,android,Western,rw,Nashaka gufata rendez-vous ya visa yo kuza.,0.87,10,appointment_booking,train
utt_00445,2025-10-01T13:41:00,whatsapp_voice_note,feature_phone,Northern,rw,Ni izihe documents nkeneye kuri visa on arrival?,0.802,6,requirements_information,train
utt_00084,2025-11-20T02:19:00,ivr,feature_phone,Northern,en,I need help with a problem on driving license.,0.987,3,complaint_or_support_ticket,train
utt_00454,2025-12-09T03:37:00,voice_call,web,Western,en,I cannot upload my document.,0.874,5,document_upload_help,train
utt_00355,2025-11-08T16:20:00,voice_call,web,Kigali,en,Please tell me the payment amount for ESIA.,0.906,9,fees_information,train
utt_00537,2025-12-21T23:45:00,whatsapp_voice_note,android,Northern,en,I need help with a problem on passport.,0.795,6,complaint_or_support_ticket,train
utt_00577,2025-11-27T17:34:00,mobile_app_voice,ios,Eastern,en,How do I begin an aplikasiyo for land title?,0.898,7,start_new_application,train
utt_00080,2025-10-11T12:58:00,mobile_app_voice,web,Northern,rw,Ndashaka gutangira gusaba visa yo kuza.,0.951,2,start_new_application,train
utt_00024,2025-11-06T09:30:00,voice_call,ios,Eastern,en,What documents do I need for passport?,0.842,6,requirements_information,train
utt_00016,2025-12-10T02:19:00,voice_call,ios,Kigali,mixed,I submitted application number ariko status sinayibona.,0.806,7,check_application_status,train
utt_00382,2025-11-05T04:07:00,mobile_app_voice,feature_phone,Eastern,mixed,Can you check status ya aplication yanjye?,0.872,5,check_application_status,train
utt_00293,2025-10-18T00:47:00,mobile_app_voice,web,Northern,mixed,Connect me to umukozi.,0.932,7,speak_to_agent,train
utt_00276,2025-12-05T18:56:00,mobile_app_voice,ios,Western,rw,"Nshaka gusaba gusimbuza indangamuntu, ntangira he?",0.72,9,start_new_application,train
utt_00655,2025-11-18T06:37:00,voice_call,android,Eastern,en,Help me schedule an appointment for tax clearance in Huye.,0.909,5,appointment_booking,train
utt_00315,2025-11-10T19:52:00,whatsapp_voice_note,ios,Western,mixed,I submitted case ariko status sinayibona.,0.834,10,check_application_status,train
utt_00611,2025-11-18T23:12:00,whatsapp_voice_note,android,Eastern,rw,"Nshaka gusaba marriage certificate, ntangira he?",0.923,7,start_new_application,train
utt_00138,2025-11-12T22:59:00,whatsapp_voice_note,android,Western,mixed,"I made a mistake muri aplication, nakosora he?",0.818,4,update_application_details,train
utt_00487,2025-10-13T06:14:00,voice_call,ios,Western,mixed,What documents nkeneye kuri passport?,0.914,10,requirements_information,train
utt_00572,2025-10-07T12:52:00,whatsapp_voice_note,feature_phone,Kigali,rw,"Nshaka gusaba icyemezo cy’amavuko, ntangira he?",0.886,5,start_new_application,train
utt_00034,2025-12-13T18:13:00,whatsapp_voice_note,web,Northern,rw,Amabwiriza yo gusaba visa yo kuza ni ayahe?,0.825,11,speak_to_agent,train
utt_00589,2025-10-27T16:46:00,voice_call,web,Northern,rw,Nkeneye ibisabwa byo gukora ESIA.,0.869,8,requirements_information,train
utt_00258,2025-11-01T21:38:00,whatsapp_voice_note,web,Southern,mixed,Ntabasha gushyiraho attachment kuri application number.,0.926,7,document_upload_help,train
utt_00010,2025-11-15T22:55:00,whatsapp_voice_note,ios,Western,mixed,Can you check status ya application yanjye?,0.926,3,check_application_status,train
utt_00023,2025-12-23T03:41:00,whatsapp_voice_note,feature_phone,Northern,rw,Mumfashishe gufata igihe cyo driving license.,0.827,5,appointment_booking,train
utt_00545,2025-10-16T14:34:00,voice_call,ios,Eastern,rw,Fee yo gusaba icyangombwa cy’ubutaka ni angahe?,0.757,4,fees_information,train
utt_00222,2025-12-15T16:14:00,ivr,ios,Southern,rw,Ndashaka kureba status ya application yanjye.,0.817,9,check_application_status,train
utt_00405,2025-10-20T00:46:00,whatsapp_voice_note,ios,Western,mixed,Help me reset password yanjye.,0.896,10,reset_password_login_help,train
utt_00686,2025-10-04T14:12:00,voice_call,android,Western,en,How do I begin an application for passport?,0.944,8,start_new_application,train
utt_00335,2025-11-05T23:36:00,mobile_app_voice,android,Western,en,I cannot log in to my account.,0.939,5,reset_password_login_help,train
utt_00085,2025-12-12T20:16:00,ivr,android,Kigali,en,I want to book an appointment for business registration.,0.848,7,appointment_booking,train
utt_00336,2025-11-12T01:29:00,whatsapp_voice_note,web,Southern,en,I want to book an appointment for driving license.,0.749,2,appointment_booking,train
utt_00248,2025-10-08T21:01:00,voice_call,feature_phone,Eastern,rw,Ndashaka support agent.,0.776,7,speak_to_agent,train
utt_00584,2025-10-08T00:43:00,mobile_app_voice,ios,Kigali,rw,Nashaka kongera ifoto/scan kuri application.,0.841,6,document_upload_help,train
utt_00622,2025-11-15T11:13:00,mobile_app_voice,web,Northern,en,Please tell me the payment amount for ESIA.,0.875,4,fees_information,train
utt_00204,2025-11-01T00:41:00,mobile_app_voice,android,Kigali,mixed,Nshaka cost/fee ya marriage certificate.,0.818,8,fees_information,train
utt_00197,2025-12-02T01:54:00,whatsapp_voice_note,ios,Western,rw,"Nabonye ikibazo cyo kwinjira, password yibagiwe.",0.895,8,reset_password_login_help,train
utt_00683,2025-11-27T07:52:00,ivr,android,Kigali,mixed,Can you check status ya application number yanjye?,0.925,3,check_application_status,train
utt_00328,2025-12-17T19:16:00,whatsapp_voice_note,web,Northern,mixed,Ni nde eligible kuri business registration?,0.989,6,service_eligibility,train
utt_00400,2025-11-07T22:22:00,ivr,web,Southern,rw,Natanze case ariko sinzi aho igeze.,0.712,3,check_application_status,train
utt_00094,2025-10-31T16:07:00,whatsapp_voice_note,ios,Kigali,mixed,What documents nkeneye kuri attestation y’imisoro?,0.886,5,requirements_information,train
utt_00576,2025-12-15T02:42:00,mobile_app_voice,feature_phone,Kigali,en,How do I pay for business registration?,0.877,4,payment_help,train
utt_00295,2025-11-23T18:27:00,ivr,feature_phone,Eastern,en,I want to book an appointment for visa on arrival.,0.99,6,appointment_booking,train
utt_00266,2025-11-22T01:35:00,ivr,web,Eastern,mixed,I submitted request ariko status sinayibona.,0.824,6,check_application_status,train
utt_00376,2025-10-14T23:53:00,voice_call,web,Western,mixed,"Payment yaranze kuri business registration, help me.",0.861,3,payment_help,train
utt_00185,2025-12-07T12:43:00,ivr,feature_phone,Kigali,rw,Nashaka guhindura amakuru muri request yanjye.,0.739,2,update_application_details,train
utt_00685,2025-10-28T06:50:00,voice_call,feature_phone,Eastern,mixed,Nishyuye but ntabwo byemejwe.,0.904,6,payment_help,train
utt_00514,2025-11-30T12:00:00,voice_call,feature_phone,Eastern,rw,Natanze request ariko sinzi aho igeze.,0.906,6,check_application_status,train
utt_00154,2025-11-14T10:53:00,mobile_app_voice,feature_phone,Northern,rw,Uburyo bwo kwishyura ESIA ni ubuhe?,0.767,7,payment_help,train
utt_00076,2025-12-13T20:56:00,whatsapp_voice_note,web,Southern,mixed,Ndashaka gukora complaint about gusimbuza indangamuntu.,0.99,8,complaint_or_support_ticket,train
utt_00333,2025-12-14T01:40:00,voice_call,web,Southern,rw,Amafaranga ya visa yo kuza ni angahe?,0.769,3,fees_information,train
utt_00069,2025-10-21T20:00:00,whatsapp_voice_note,android,Southern,en,Where is my application now?,0.803,7,check_application_status,train
utt_00617,2025-10-11T11:34:00,whatsapp_voice_note,feature_phone,Eastern,en,How can I book a slot for driving license?,0.845,5,appointment_booking,train
utt_00189,2025-10-25T09:57:00,voice_call,web,Northern,rw,Nkeneye kumenya eligibility ya icyangombwa cy’ubutaka.,0.968,8,service_eligibility,train
utt_00237,2025-11-30T23:29:00,whatsapp_voice_note,feature_phone,Southern,mixed,"Please open ticket, ikibazo cya gusimbuza indangamuntu.",0.819,9,complaint_or_support_ticket,train
utt_00089,2025-11-10T00:37:00,voice_call,web,Southern,mixed,Mumpuze n'agent please.,0.794,4,speak_to_agent,train
utt_00592,2025-11-19T02:18:00,ivr,web,Kigali,rw,Ese pasiporo bisaba amafaranga angahe?,0.784,9,fees_information,train
utt_00118,2025-09-29T19:32:00,mobile_app_voice,ios,Northern,mixed,"Serivisi ya gusimbuza indangamuntu irimo ikibazo, help.",0.851,8,complaint_or_support_ticket,train
utt_00126,2025-12-15T13:50:00,whatsapp_voice_note,ios,Southern,rw,Nkeneye kuvugana na call center.,0.905,2,speak_to_agent,train
utt_00573,2025-10-07T01:38:00,ivr,feature_phone,Southern,en,What documents do I need for land title?,0.911,3,requirements_information,train
utt_00239,2025-11-20T19:33:00,whatsapp_voice_note,android,Eastern,mixed,How much amafaranga yo driving license?,0.826,5,fees_information,train
utt_00001,2025-10-24T17:14:00,voice_call,android,Northern,mixed,Fee ya birth certificate ni angahe?,0.912,9,fees_information,train
utt_00693,2025-10-23T07:01:00,mobile_app_voice,web,Kigali,mixed,"Nshaka apply for business registration, ntangira he?",0.797,4,start_new_application,train
utt_00532,2025-10-17T00:30:00,voice_call,feature_phone,Western,en,Connect me to a human please.,0.773,5,speak_to_agent,train
utt_00478,2025-10-26T03:35:00,whatsapp_voice_note,web,Southern,rw,Checka niba application number yanjye yarangiye.,0.789,3,check_application_status,train
utt_00610,2025-12-01T23:50:00,whatsapp_voice_note,web,Northern,rw,"Serivisi ya icyemezo cy’amavuko yarandemereye, ndasaba ubufasha.",0.719,4,complaint_or_support_ticket,train
utt_00279,2025-09-29T20:27:00,whatsapp_voice_note,feature_phone,Northern,rw,Checka niba dossier yanjye yarangiye.,0.836,7,check_application_status,train
utt_00117,2025-11-03T23:29:00,voice_call,web,Southern,rw,Mwandikire ticket y'ubufasha kuri gusimbuza indangamuntu.,0.683,8,complaint_or_support_ticket,train
utt_00229,2025-12-09T17:13:00,whatsapp_voice_note,ios,Kigali,en,Help me apply for driving license.,0.774,8,start_new_application,train
utt_00699,2025-12-04T07:46:00,mobile_app_voice,feature_phone,Kigali,mixed,Fee ya permis ni angahe?,0.946,11,fees_information,train
utt_00320,2025-11-18T12:28:00,voice_call,android,Eastern,en,How can I book a slot for ID replacement?,0.99,5,appointment_booking,train
utt_00275,2025-11-10T03:38:00,whatsapp_voice_note,feature_phone,Eastern,rw,"Serivisi ya attestation y’imisoro yarandemereye, ndasaba ubufasha.",0.801,6,complaint_or_support_ticket,train
utt_00494,2025-11-12T20:31:00,mobile_app_voice,android,Western,rw,Natanze dossier ariko sinzi aho igeze.,0.818,5,check_application_status,train
utt_00145,2025-11-02T23:20:00,mobile_app_voice,ios,Northern,en,Help me edit my application information.,0.866,4,update_application_details,train
utt_00383,2025-12-23T12:37:00,whatsapp_voice_note,web,Northern,rw,Mwandikire ticket y'ubufasha kuri ID replacement.,0.771,5,complaint_or_support_ticket,train
utt_00427,2025-10-02T00:57:00,ivr,feature_phone,Western,rw,Nkeneye kuvugana na call center.,0.698,8,speak_to_agent,train
utt_00633,2025-11-14T06:34:00,mobile_app_voice,ios,Southern,rw,"Nakoze application nabi, nakosora he?",0.662,7,update_application_details,train
utt_00502,2025-12-13T14:01:00,mobile_app_voice,web,Kigali,rw,Ni iki ngomba kuzana kugira ngo nsabe icyemezo cy’amavuko?,0.861,9,requirements_information,train
utt_00269,2025-11-25T07:11:00,voice_call,web,Eastern,rw,Nashaka guhindura igihe cya rendez-vous.,0.945,5,cancel_or_reschedule_appointment,train
utt_00466,2025-10-31T06:33:00,mobile_app_voice,android,Northern,rw,Ndashaka kuvugurura application number yanjye.,0.825,7,update_application_details,train
utt_00047,2025-11-24T09:56:00,mobile_app_voice,web,Southern,mixed,Help me gutangira application ya pasiporo.,0.883,4,start_new_application,train
utt_00262,2025-11-10T04:35:00,whatsapp_voice_note,web,Western,en,How do I add documents to my application?,0.875,6,document_upload_help,train
utt_00196,2025-10-18T00:53:00,ivr,web,Western,rw,Ndashaka gutangira gusaba tax clearance.,0.707,4,start_new_application,train
utt_00700,2025-10-04T21:54:00,ivr,feature_phone,Eastern,rw,Nkeneye ibisabwa byo gukora kwandikisha ubucuruzi.,0.844,7,requirements_information,train
utt_00585,2025-10-05T14:38:00,ivr,feature_phone,Eastern,mixed,Nshaka cost/fee ya ESIA.,0.891,5,fees_information,train
utt_00108,2025-10-31T02:41:00,whatsapp_voice_note,feature_phone,Southern,mixed,Ni izihe requirements za tax clearance?,0.878,6,requirements_information,train
utt_00463,2025-12-14T18:23:00,whatsapp_voice_note,ios,Eastern,en,My payment failed for visa on arrival. What should I do?,0.884,4,payment_help,train
utt_00522,2025-11-05T14:01:00,ivr,android,Northern,rw,"OTP ntabwo igeze, mwamfasha?",0.812,6,reset_password_login_help,train
utt_00533,2025-12-02T19:25:00,ivr,web,Kigali,rw,Fee yo gusaba ESIA ni angahe?,0.795,7,fees_information,train
utt_00101,2025-11-18T05:41:00,ivr,web,Southern,mixed,Ndashaka kureba status ya applicashon yanjye ya ESIA.,0.822,6,check_application_status,train
utt_00351,2025-10-15T09:20:00,voice_call,feature_phone,Northern,rw,"Nashatse kwishyura kwandikisha ubucuruzi bikanga, nakora iki?",0.871,6,payment_help,train
utt_00626,2025-12-12T04:56:00,whatsapp_voice_note,android,Southern,mixed,How do I pay for icyemezo cy’ubukwe on mobile money?,0.835,5,payment_help,train
utt_00334,2025-10-09T06:08:00,mobile_app_voice,android,Southern,rw,Nkeneye gukora application nshya ya icyemezo cy’ubukwe.,0.951,8,start_new_application,train
utt_00180,2025-11-03T02:41:00,whatsapp_voice_note,feature_phone,Kigali,mixed,Connect me to umukozi.,0.797,7,speak_to_agent,train
utt_00305,2025-11-26T07:56:00,whatsapp_voice_note,android,Northern,rw,Ni nde wemerewe permis?,0.938,9,service_eligibility,train
utt_00350,2025-09-30T03:31:00,voice_call,feature_phone,Eastern,rw,Nshaka guhindura password yanjye.,0.753,10,reset_password_login_help,train
utt_00150,2025-11-10T03:38:00,whatsapp_voice_note,web,Western,rw,"Nshaka gusaba visa yo kuza, ntangira he?",0.824,4,start_new_application,train
utt_00125,2025-11-23T09:18:00,mobile_app_voice,ios,Southern,rw,Nkeneye kumenya eligibility ya visa on arrival.,0.872,9,service_eligibility,train
utt_00553,2025-12-11T06:39:00,voice_call,web,Western,rw,Ndashaka kugaragaza ikibazo cyabaye kuri land title.,0.85,5,complaint_or_support_ticket,train
utt_00607,2025-11-10T00:05:00,whatsapp_voice_note,android,Northern,en,Can I change the appointment time?,0.732,4,cancel_or_reschedule_appointment,train
utt_00186,2025-11-22T00:16:00,ivr,android,Southern,mixed,How do I pay for pasiporo on mobile money?,0.757,3,payment_help,train
utt_00429,2025-12-23T16:01:00,mobile_app_voice,feature_phone,Kigali,rw,"Nabonye ikibazo cyo kwinjira, password yibagiwe.",0.943,10,reset_password_login_help,train
utt_00507,2025-11-23T21:17:00,voice_call,ios,Northern,rw,Ntabasha kwinjira muri account yanjye.,0.761,3,reset_password_login_help,train
utt_00691,2025-11-16T21:13:00,voice_call,android,Western,rw,Nkeneye ibisabwa byo gukora ESIA.,0.96,9,requirements_information,train
utt_00345,2025-12-20T16:21:00,whatsapp_voice_note,feature_phone,Western,en,I need help with a problem on ESIA.,0.878,9,complaint_or_support_ticket,train
utt_00646,2025-10-11T13:44:00,voice_call,web,Western,rw,Mwandikire ticket y'ubufasha kuri icyemezo cy’ubukwe.,0.733,3,complaint_or_support_ticket,train
utt_00143,2025-11-28T15:33:00,whatsapp_voice_note,android,Northern,rw,Ndashaka kumenya aho aplication igeze.,0.768,3,check_application_status,train
utt_00142,2025-12-03T16:40:00,ivr,ios,Northern,rw,"Nashatse kwishyura gusimbuza indangamuntu bikanga, nakora iki?",0.759,2,payment_help,train
utt_00394,2025-10-13T00:00:00,voice_call,web,Eastern,mixed,Help me book rendez-vous for land title.,0.806,8,appointment_booking,train
utt_00321,2025-12-21T12:45:00,voice_call,ios,Northern,rw,Ndashaka kumenya aho case igeze.,0.909,3,check_application_status,train
utt_00020,2025-09-30T00:07:00,voice_call,web,Western,rw,Nkeneye ibisabwa byo gukora kwandikisha ubucuruzi.,0.885,8,requirements_information,train
utt_00173,2025-10-27T02:48:00,ivr,android,Western,mixed,Cancel appointment ya marriage certificate please.,0.943,4,cancel_or_reschedule_appointment,train
utt_00663,2025-09-30T19:46:00,ivr,feature_phone,Northern,mixed,Connect me to umukozi.,0.9,6,speak_to_agent,train
utt_00313,2025-10-25T19:13:00,mobile_app_voice,feature_phone,Southern,mixed,What documents nkeneye kuri permis?,0.735,5,requirements_information,train
utt_00652,2025-12-01T17:32:00,ivr,ios,Southern,rw,Ndashaka kuvugana n'umukozi.,0.853,9,speak_to_agent,train
utt_00013,2025-11-21T04:47:00,whatsapp_voice_note,ios,Southern,rw,Natanze dossier ariko sinzi aho igeze.,0.811,5,check_application_status,train
utt_00306,2025-12-06T06:22:00,ivr,web,Northern,rw,Mumpuze n'umuntu umbwire neza.,0.86,6,speak_to_agent,train
utt_00026,2025-10-03T22:40:00,whatsapp_voice_note,feature_phone,Eastern,mixed,Eligibility ya ESIA ni iyihe?,0.933,6,service_eligibility,train
utt_00520,2025-12-06T21:29:00,whatsapp_voice_note,ios,Western,rw,Natanze request ariko sinzi aho igeze.,0.809,6,check_application_status,train
utt_00170,2025-11-21T02:34:00,ivr,web,Eastern,mixed,Can you check status ya request yanjye?,0.911,10,check_application_status,train
utt_00481,2025-10-10T12:36:00,voice_call,web,Kigali,rw,"Nabonye ikibazo cyo kwinjira, password yibagiwe.",0.726,8,reset_password_login_help,train
utt_00412,2025-12-21T10:16:00,whatsapp_voice_note,feature_phone,Western,mixed,Ntabasha gushyiraho attachment kuri case.,0.847,6,document_upload_help,train
utt_00246,2025-11-28T18:31:00,ivr,ios,Northern,rw,Nkeneye gukora application nshya ya tax clearance.,0.769,8,start_new_application,train
utt_00299,2025-10-09T21:44:00,whatsapp_voice_note,ios,Western,mixed,Ndashaka gukora new application ya icyangombwa cy’ubutaka.,0.863,6,start_new_application,train
utt_00435,2025-11-19T14:24:00,mobile_app_voice,web,Southern,mixed,How do I pay for visa on arrival on mobile money?,0.778,10,payment_help,train
utt_00273,2025-09-30T23:48:00,mobile_app_voice,web,Western,rw,Ndashaka gutanga ikibazo/complaint kuri gusimbuza indangamuntu.,0.872,5,complaint_or_support_ticket,train
utt_00155,2025-12-24T07:09:00,whatsapp_voice_note,android,Eastern,rw,Nkeneye ibisabwa byo gukora icyemezo cy’ubukwe.,0.69,6,requirements_information,train
utt_00127,2025-11-02T19:52:00,mobile_app_voice,feature_phone,Western,rw,Ese attestation y’imisoro bisaba amafaranga angahe?,0.798,7,fees_information,train
utt_00540,2025-11-18T02:50:00,mobile_app_voice,android,Eastern,rw,"Nshaka gusaba icyemezo cy’ubukwe, ntangira he?",0.799,9,start_new_application,train
utt_00342,2025-11-04T08:51:00,ivr,web,Southern,rw,Ndashaka kuvugana n'umukozi.,0.741,5,speak_to_agent,train
utt_00288,2025-10-30T15:23:00,ivr,feature_phone,Eastern,en,What are the requirements for business registration?,0.84,4,requirements_information,train
utt_00114,2025-12-05T06:38:00,mobile_app_voice,android,Southern,mixed,Ni izihe requirements za icyemezo cy’ubukwe?,0.788,7,requirements_information,train
utt_00368,2025-10-14T16:55:00,voice_call,ios,Southern,rw,Ese dossier yanjye iri he?,0.757,3,check_application_status,train
utt_00174,2025-12-21T15:11:00,whatsapp_voice_note,ios,Southern,mixed,I submitted application ariko sttatus sinayibona.,0.838,3,complaint_or_support_ticket,train
utt_00356,2025-11-16T08:08:00,mobile_app_voice,web,Southern,rw,Amabwiriza yo gusaba permis ni ayahe?,0.773,3,requirements_information,train
utt_00058,2025-09-29T21:04:00,ivr,web,Southern,mixed,"Please open ticket, ikibazo cya icyemezo cy’amavuko.",0.792,2,complaint_or_support_ticket,train
utt_00444,2025-11-17T12:32:00,ivr,ios,Kigali,rw,Mwandikire ticket yubufasha kuri permis.,0.812,5,complaint_or_support_ticket,train
utt_00223,2025-10-23T12:07:00,whatsapp_voice_note,feature_phone,Kigali,rw,Mumpuze n'umuntu umbwire neza.,0.877,4,speak_to_agent,train
utt_00281,2025-10-19T15:31:00,ivr,ios,Southern,en,How do I begin an application for passport?,0.87,4,start_new_application,train
utt_00018,2025-11-11T09:43:00,ivr,android,Northern,rw,Ndashaka gusubika appointment yanjye.,0.753,5,cancel_or_reschedule_appointment,train
utt_00406,2025-11-13T12:43:00,whatsapp_voice_note,web,Western,mixed,Ese progress ya marriage certificate application yanjye iri he?,0.809,8,reset_password_login_help,train
utt_00323,2025-10-02T09:41:00,voice_call,feature_phone,Northern,rw,Nkeneye kumenya eligibility ya attestation y’imisoro.,0.89,7,service_eligibility,train
utt_00256,2025-10-17T08:35:00,voice_call,android,Kigali,rw,Nshaka guhindura numero ya telefone muri application.,0.875,10,update_application_details,train
utt_00418,2025-12-02T00:08:00,whatsapp_voice_note,feature_phone,Northern,en,What are the requirements for business registration?,0.92,6,requirements_information,train
utt_00671,2025-12-08T23:01:00,ivr,android,Kigali,rw,"Nabonye ikibazo cyo kwinjira, password yibagiwe.",0.77,9,reset_password_login_help,train
utt_00191,2025-11-05T05:03:00,ivr,android,Northern,mixed,I submitted aplikasiyo ariko status sinayibona.,0.99,6,check_application_status,train
utt_00440,2025-11-13T00:16:00,voice_call,ios,Eastern,mixed,Eligibility ya gusimbuza indangamuntu ni iyihe?,0.901,4,service_eligibility,train
utt_00618,2025-10-13T10:33:00,mobile_app_voice,android,Kigali,en,Help me edit my application information.,0.683,9,update_application_details,train
utt_00680,2025-11-12T04:32:00,ivr,android,Eastern,rw,Ni izihe documents nkeneye kuri visa yo kuza?,0.837,6,requirements_information,train
utt_00095,2025-10-25T10:16:00,mobile_app_voice,android,Western,en,I need help with a problem on driving license.,0.795,10,complaint_or_support_ticket,train
utt_00181,2025-10-26T02:56:00,mobile_app_voice,ios,Kigali,en,I paid but it is not confirmed.,0.987,4,payment_help,train
utt_00302,2025-10-26T01:08:00,whatsapp_voice_note,web,Eastern,rw,Ni iki ngomba kuzana kugira ngo nsabe visa yo kuza?,0.838,8,requirements_information,train
utt_00643,2025-11-05T14:39:00,voice_call,android,Northern,en,Please cancel my appointment for tax clearance.,0.718,6,cancel_or_reschedule_appointment,train
utt_00513,2025-10-20T15:25:00,voice_call,ios,Northern,rw,Ese driving license iba isabwa n’abantu b’iki cyiciro?,0.837,4,service_eligibility,train
utt_00644,2025-11-05T07:56:00,whatsapp_voice_note,web,Southern,rw,Fee yo gusaba ESIA ni angahe?,0.848,4,fees_information,train
utt_00452,2025-11-20T12:10:00,voice_call,web,Kigali,rw,Uburyo bwo kwishyura icyemezo cy’ubukwe ni ubuhe?,0.761,4,payment_help,train
utt_00430,2025-12-12T10:13:00,mobile_app_voice,feature_phone,Northern,en,I paid but it is not confirmed.,0.942,7,payment_help,train
utt_00006,2025-10-09T05:13:00,mobile_app_voice,android,Kigali,rw,Nkeneye ibisabwa byo gukora business registration.,0.937,5,requirements_information,train
utt_00687,2025-09-27T01:53:00,mobile_app_voice,feature_phone,Northern,rw,Ese ID replacement bisaba amafaranga angahe?,0.698,7,appointment_booking,train
utt_00046,2025-11-18T10:25:00,mobile_app_voice,feature_phone,Southern,mixed,Eligibility ya icyemezo cy’amavuko ni iyihe?,0.806,6,service_eligibility,train
utt_00399,2025-12-21T18:28:00,voice_call,feature_phone,Eastern,en,I want to book an appointment for driving license.,0.831,6,appointment_booking,train
utt_00527,2025-11-15T06:38:00,mobile_app_voice,web,Western,en,What are the requirements for birth certificate?,0.938,6,requirements_information,train
utt_00172,2025-12-14T15:41:00,voice_call,android,Kigali,mixed,"Nshaka apply for visa on arrival, ntangira he?",0.866,4,fees_information,train
utt_00017,2025-10-28T13:30:00,whatsapp_voice_note,feature_phone,Northern,mixed,Can you check status ya dossier yanjye?,0.942,8,check_application_status,train
utt_00049,2025-11-28T18:25:00,ivr,web,Western,rw,"Nabonye ikibazo cyo kwinjira, password yibagiwe.",0.742,7,reset_password_login_help,train
utt_00677,2025-10-12T09:30:00,ivr,feature_phone,Eastern,en,Where is my application now?,0.842,3,check_application_status,train
utt_00641,2025-12-08T20:03:00,ivr,web,Kigali,rw,"Nshaka gusaba attestation y’imisoro, ntangira he?",0.612,6,start_new_application,train
utt_00004,2025-10-26T05:34:00,voice_call,ios,Southern,rw,Ndashaka gutangira gusaba kwandikisha ubucuruzi.,0.839,1,start_new_application,train
utt_00450,2025-10-28T03:59:00,ivr,web,Northern,mixed,Connect me to umukozi.,0.924,3,speak_to_agent,train
utt_00413,2025-10-22T05:16:00,ivr,ios,Kigali,en,Can I change the appointment time?,0.899,7,cancel_or_reschedule_appointment,train
utt_00317,2025-11-03T17:53:00,voice_call,web,Kigali,rw,"Nshaka gusaba pasiporo, ntangira he?",0.814,5,start_new_application,train
utt_00645,2025-11-04T06:45:00,mobile_app_voice,web,Western,rw,Ese case yanjye iri he?,0.766,6,check_application_status,train
utt_00284,2025-11-27T06:48:00,ivr,ios,Northern,rw,"Nashatse kwishyura pasiporo bikanga, nakora iki?",0.883,6,payment_help,train
